OPERATION 	 description 	 steps before use
"To turn Sabbath mode on , touch the display to activate it , then press and hold the Freezer and Wi-Fi buttons for 3 seconds "	 Precedence 	 sb appears in the display
sb appears in the display 	 talks about 	 sb
sb appears in the display 	 talks about 	 the display
sb 	 appears in 	 the display
"['To turn Sabbath mode off manually, press and hold the Freezer and Wi-Fi buttons for 3 seconds.'] "	 talks about 	" To turn Sabbath mode off manually , press and hold the Freezer and Wi-Fi buttons for 3 seconds"
"['Keep children away from the dispenser. Children may play with or damage the controls.', 'Throw away the first bin full of ice (about 140- 160 cubes) after installation. The first ice and water dispensed may include particles or odor from the water supply line or the water tank. This is also necessary if the refrigerator has not been used for a long time.', 'Dispense and throw away 2.5 gallons of water (flush for approximately 5 minutes) after installation. Do not dispense the entire 2.5 gallon amount continuously. Press and release the dispenser pad for cycles of 30 seconds ON and 60 seconds OFF. This is also necessary if the refrigerator has not been used for a long time.', 'If ice or water dispenses unexpectedly, turn off the water supply and contact an LG Electronics Customer Information Center.', 'Never use a glass that is exceptionally narrow or deep. Ice may jam in the ice passage and refrigerator performance may be affected.', 'When dispensing ice from the dispenser, do not use a fragile container.', 'The dispenser will not operate when either of the refrigerator doors is open.', 'If discolored ice is dispensed, check the water filter and water supply. If the problem continues, contact an LG Electronics Customer Information Center. Do not use the water or ice until the problem is corrected.Dispense ice into a glass before filling it with water or other beverages. Splashing may occur if ice is dispensed into a glass that already contains liquid.', 'Some dripping may occur after dispensing. Hold the cup beneath the dispenser for a few seconds after dispensing to catch all of the drops.', 'Keep containers at an appropriate distance from the dispensers. Tall, narrow glasses should be held far enough from the ice outlet to prevent'] "	 talks about 	 the problem continues
"['Keep children away from the dispenser. Children may play with or damage the controls.', 'Throw away the first bin full of ice (about 140- 160 cubes) after installation. The first ice and water dispensed may include particles or odor from the water supply line or the water tank. This is also necessary if the refrigerator has not been used for a long time.', 'Dispense and throw away 2.5 gallons of water (flush for approximately 5 minutes) after installation. Do not dispense the entire 2.5 gallon amount continuously. Press and release the dispenser pad for cycles of 30 seconds ON and 60 seconds OFF. This is also necessary if the refrigerator has not been used for a long time.', 'If ice or water dispenses unexpectedly, turn off the water supply and contact an LG Electronics Customer Information Center.', 'Never use a glass that is exceptionally narrow or deep. Ice may jam in the ice passage and refrigerator performance may be affected.', 'When dispensing ice from the dispenser, do not use a fragile container.', 'The dispenser will not operate when either of the refrigerator doors is open.', 'If discolored ice is dispensed, check the water filter and water supply. If the problem continues, contact an LG Electronics Customer Information Center. Do not use the water or ice until the problem is corrected.Dispense ice into a glass before filling it with water or other beverages. Splashing may occur if ice is dispensed into a glass that already contains liquid.', 'Some dripping may occur after dispensing. Hold the cup beneath the dispenser for a few seconds after dispensing to catch all of the drops.', 'Keep containers at an appropriate distance from the dispensers. Tall, narrow glasses should be held far enough from the ice outlet to prevent'] "	 talks about 	 contact an LG Electronics Customer Information Center
"['Keep children away from the dispenser. Children may play with or damage the controls.', 'Throw away the first bin full of ice (about 140- 160 cubes) after installation. The first ice and water dispensed may include particles or odor from the water supply line or the water tank. This is also necessary if the refrigerator has not been used for a long time.', 'Dispense and throw away 2.5 gallons of water (flush for approximately 5 minutes) after installation. Do not dispense the entire 2.5 gallon amount continuously. Press and release the dispenser pad for cycles of 30 seconds ON and 60 seconds OFF. This is also necessary if the refrigerator has not been used for a long time.', 'If ice or water dispenses unexpectedly, turn off the water supply and contact an LG Electronics Customer Information Center.', 'Never use a glass that is exceptionally narrow or deep. Ice may jam in the ice passage and refrigerator performance may be affected.', 'When dispensing ice from the dispenser, do not use a fragile container.', 'The dispenser will not operate when either of the refrigerator doors is open.', 'If discolored ice is dispensed, check the water filter and water supply. If the problem continues, contact an LG Electronics Customer Information Center. Do not use the water or ice until the problem is corrected.Dispense ice into a glass before filling it with water or other beverages. Splashing may occur if ice is dispensed into a glass that already contains liquid.', 'Some dripping may occur after dispensing. Hold the cup beneath the dispenser for a few seconds after dispensing to catch all of the drops.', 'Keep containers at an appropriate distance from the dispensers. Tall, narrow glasses should be held far enough from the ice outlet to prevent'] "	 talks about 	 Keep containers at an appropriate distance from the dispensers
"['Keep children away from the dispenser. Children may play with or damage the controls.', 'Throw away the first bin full of ice (about 140- 160 cubes) after installation. The first ice and water dispensed may include particles or odor from the water supply line or the water tank. This is also necessary if the refrigerator has not been used for a long time.', 'Dispense and throw away 2.5 gallons of water (flush for approximately 5 minutes) after installation. Do not dispense the entire 2.5 gallon amount continuously. Press and release the dispenser pad for cycles of 30 seconds ON and 60 seconds OFF. This is also necessary if the refrigerator has not been used for a long time.', 'If ice or water dispenses unexpectedly, turn off the water supply and contact an LG Electronics Customer Information Center.', 'Never use a glass that is exceptionally narrow or deep. Ice may jam in the ice passage and refrigerator performance may be affected.', 'When dispensing ice from the dispenser, do not use a fragile container.', 'The dispenser will not operate when either of the refrigerator doors is open.', 'If discolored ice is dispensed, check the water filter and water supply. If the problem continues, contact an LG Electronics Customer Information Center. Do not use the water or ice until the problem is corrected.Dispense ice into a glass before filling it with water or other beverages. Splashing may occur if ice is dispensed into a glass that already contains liquid.', 'Some dripping may occur after dispensing. Hold the cup beneath the dispenser for a few seconds after dispensing to catch all of the drops.', 'Keep containers at an appropriate distance from the dispensers. Tall, narrow glasses should be held far enough from the ice outlet to prevent'] "	 talks about 	 either of the refrigerator doors is open
"['Keep children away from the dispenser. Children may play with or damage the controls.', 'Throw away the first bin full of ice (about 140- 160 cubes) after installation. The first ice and water dispensed may include particles or odor from the water supply line or the water tank. This is also necessary if the refrigerator has not been used for a long time.', 'Dispense and throw away 2.5 gallons of water (flush for approximately 5 minutes) after installation. Do not dispense the entire 2.5 gallon amount continuously. Press and release the dispenser pad for cycles of 30 seconds ON and 60 seconds OFF. This is also necessary if the refrigerator has not been used for a long time.', 'If ice or water dispenses unexpectedly, turn off the water supply and contact an LG Electronics Customer Information Center.', 'Never use a glass that is exceptionally narrow or deep. Ice may jam in the ice passage and refrigerator performance may be affected.', 'When dispensing ice from the dispenser, do not use a fragile container.', 'The dispenser will not operate when either of the refrigerator doors is open.', 'If discolored ice is dispensed, check the water filter and water supply. If the problem continues, contact an LG Electronics Customer Information Center. Do not use the water or ice until the problem is corrected.Dispense ice into a glass before filling it with water or other beverages. Splashing may occur if ice is dispensed into a glass that already contains liquid.', 'Some dripping may occur after dispensing. Hold the cup beneath the dispenser for a few seconds after dispensing to catch all of the drops.', 'Keep containers at an appropriate distance from the dispensers. Tall, narrow glasses should be held far enough from the ice outlet to prevent'] "	 talks about 	 The dispenser will not operate
"['Keep children away from the dispenser. Children may play with or damage the controls.', 'Throw away the first bin full of ice (about 140- 160 cubes) after installation. The first ice and water dispensed may include particles or odor from the water supply line or the water tank. This is also necessary if the refrigerator has not been used for a long time.', 'Dispense and throw away 2.5 gallons of water (flush for approximately 5 minutes) after installation. Do not dispense the entire 2.5 gallon amount continuously. Press and release the dispenser pad for cycles of 30 seconds ON and 60 seconds OFF. This is also necessary if the refrigerator has not been used for a long time.', 'If ice or water dispenses unexpectedly, turn off the water supply and contact an LG Electronics Customer Information Center.', 'Never use a glass that is exceptionally narrow or deep. Ice may jam in the ice passage and refrigerator performance may be affected.', 'When dispensing ice from the dispenser, do not use a fragile container.', 'The dispenser will not operate when either of the refrigerator doors is open.', 'If discolored ice is dispensed, check the water filter and water supply. If the problem continues, contact an LG Electronics Customer Information Center. Do not use the water or ice until the problem is corrected.Dispense ice into a glass before filling it with water or other beverages. Splashing may occur if ice is dispensed into a glass that already contains liquid.', 'Some dripping may occur after dispensing. Hold the cup beneath the dispenser for a few seconds after dispensing to catch all of the drops.', 'Keep containers at an appropriate distance from the dispensers. Tall, narrow glasses should be held far enough from the ice outlet to prevent'] "	 talks about 	 ice water dispenses unexpectedly
"['Keep children away from the dispenser. Children may play with or damage the controls.', 'Throw away the first bin full of ice (about 140- 160 cubes) after installation. The first ice and water dispensed may include particles or odor from the water supply line or the water tank. This is also necessary if the refrigerator has not been used for a long time.', 'Dispense and throw away 2.5 gallons of water (flush for approximately 5 minutes) after installation. Do not dispense the entire 2.5 gallon amount continuously. Press and release the dispenser pad for cycles of 30 seconds ON and 60 seconds OFF. This is also necessary if the refrigerator has not been used for a long time.', 'If ice or water dispenses unexpectedly, turn off the water supply and contact an LG Electronics Customer Information Center.', 'Never use a glass that is exceptionally narrow or deep. Ice may jam in the ice passage and refrigerator performance may be affected.', 'When dispensing ice from the dispenser, do not use a fragile container.', 'The dispenser will not operate when either of the refrigerator doors is open.', 'If discolored ice is dispensed, check the water filter and water supply. If the problem continues, contact an LG Electronics Customer Information Center. Do not use the water or ice until the problem is corrected.Dispense ice into a glass before filling it with water or other beverages. Splashing may occur if ice is dispensed into a glass that already contains liquid.', 'Some dripping may occur after dispensing. Hold the cup beneath the dispenser for a few seconds after dispensing to catch all of the drops.', 'Keep containers at an appropriate distance from the dispensers. Tall, narrow glasses should be held far enough from the ice outlet to prevent'] "	 talks about 	 turn off the water supply and contact an LG Electronics Customer Information Center
"['Keep children away from the dispenser. Children may play with or damage the controls.', 'Throw away the first bin full of ice (about 140- 160 cubes) after installation. The first ice and water dispensed may include particles or odor from the water supply line or the water tank. This is also necessary if the refrigerator has not been used for a long time.', 'Dispense and throw away 2.5 gallons of water (flush for approximately 5 minutes) after installation. Do not dispense the entire 2.5 gallon amount continuously. Press and release the dispenser pad for cycles of 30 seconds ON and 60 seconds OFF. This is also necessary if the refrigerator has not been used for a long time.', 'If ice or water dispenses unexpectedly, turn off the water supply and contact an LG Electronics Customer Information Center.', 'Never use a glass that is exceptionally narrow or deep. Ice may jam in the ice passage and refrigerator performance may be affected.', 'When dispensing ice from the dispenser, do not use a fragile container.', 'The dispenser will not operate when either of the refrigerator doors is open.', 'If discolored ice is dispensed, check the water filter and water supply. If the problem continues, contact an LG Electronics Customer Information Center. Do not use the water or ice until the problem is corrected.Dispense ice into a glass before filling it with water or other beverages. Splashing may occur if ice is dispensed into a glass that already contains liquid.', 'Some dripping may occur after dispensing. Hold the cup beneath the dispenser for a few seconds after dispensing to catch all of the drops.', 'Keep containers at an appropriate distance from the dispensers. Tall, narrow glasses should be held far enough from the ice outlet to prevent'] "	 talks about 	" Tall , narrow glasses should be held far enough from the ice outlet to prevent"
"['Keep children away from the dispenser. Children may play with or damage the controls.', 'Throw away the first bin full of ice (about 140- 160 cubes) after installation. The first ice and water dispensed may include particles or odor from the water supply line or the water tank. This is also necessary if the refrigerator has not been used for a long time.', 'Dispense and throw away 2.5 gallons of water (flush for approximately 5 minutes) after installation. Do not dispense the entire 2.5 gallon amount continuously. Press and release the dispenser pad for cycles of 30 seconds ON and 60 seconds OFF. This is also necessary if the refrigerator has not been used for a long time.', 'If ice or water dispenses unexpectedly, turn off the water supply and contact an LG Electronics Customer Information Center.', 'Never use a glass that is exceptionally narrow or deep. Ice may jam in the ice passage and refrigerator performance may be affected.', 'When dispensing ice from the dispenser, do not use a fragile container.', 'The dispenser will not operate when either of the refrigerator doors is open.', 'If discolored ice is dispensed, check the water filter and water supply. If the problem continues, contact an LG Electronics Customer Information Center. Do not use the water or ice until the problem is corrected.Dispense ice into a glass before filling it with water or other beverages. Splashing may occur if ice is dispensed into a glass that already contains liquid.', 'Some dripping may occur after dispensing. Hold the cup beneath the dispenser for a few seconds after dispensing to catch all of the drops.', 'Keep containers at an appropriate distance from the dispensers. Tall, narrow glasses should be held far enough from the ice outlet to prevent'] "	 talks about 	 Keep children away from the dispenser
"['Keep children away from the dispenser. Children may play with or damage the controls.', 'Throw away the first bin full of ice (about 140- 160 cubes) after installation. The first ice and water dispensed may include particles or odor from the water supply line or the water tank. This is also necessary if the refrigerator has not been used for a long time.', 'Dispense and throw away 2.5 gallons of water (flush for approximately 5 minutes) after installation. Do not dispense the entire 2.5 gallon amount continuously. Press and release the dispenser pad for cycles of 30 seconds ON and 60 seconds OFF. This is also necessary if the refrigerator has not been used for a long time.', 'If ice or water dispenses unexpectedly, turn off the water supply and contact an LG Electronics Customer Information Center.', 'Never use a glass that is exceptionally narrow or deep. Ice may jam in the ice passage and refrigerator performance may be affected.', 'When dispensing ice from the dispenser, do not use a fragile container.', 'The dispenser will not operate when either of the refrigerator doors is open.', 'If discolored ice is dispensed, check the water filter and water supply. If the problem continues, contact an LG Electronics Customer Information Center. Do not use the water or ice until the problem is corrected.Dispense ice into a glass before filling it with water or other beverages. Splashing may occur if ice is dispensed into a glass that already contains liquid.', 'Some dripping may occur after dispensing. Hold the cup beneath the dispenser for a few seconds after dispensing to catch all of the drops.', 'Keep containers at an appropriate distance from the dispensers. Tall, narrow glasses should be held far enough from the ice outlet to prevent'] "	 talks about 	 Ice may jam in the ice passage and refrigerator performance may be affected
"['Keep children away from the dispenser. Children may play with or damage the controls.', 'Throw away the first bin full of ice (about 140- 160 cubes) after installation. The first ice and water dispensed may include particles or odor from the water supply line or the water tank. This is also necessary if the refrigerator has not been used for a long time.', 'Dispense and throw away 2.5 gallons of water (flush for approximately 5 minutes) after installation. Do not dispense the entire 2.5 gallon amount continuously. Press and release the dispenser pad for cycles of 30 seconds ON and 60 seconds OFF. This is also necessary if the refrigerator has not been used for a long time.', 'If ice or water dispenses unexpectedly, turn off the water supply and contact an LG Electronics Customer Information Center.', 'Never use a glass that is exceptionally narrow or deep. Ice may jam in the ice passage and refrigerator performance may be affected.', 'When dispensing ice from the dispenser, do not use a fragile container.', 'The dispenser will not operate when either of the refrigerator doors is open.', 'If discolored ice is dispensed, check the water filter and water supply. If the problem continues, contact an LG Electronics Customer Information Center. Do not use the water or ice until the problem is corrected.Dispense ice into a glass before filling it with water or other beverages. Splashing may occur if ice is dispensed into a glass that already contains liquid.', 'Some dripping may occur after dispensing. Hold the cup beneath the dispenser for a few seconds after dispensing to catch all of the drops.', 'Keep containers at an appropriate distance from the dispensers. Tall, narrow glasses should be held far enough from the ice outlet to prevent'] "	 talks about 	 Throw away the first bin full of ice about 140- 160 cubes after installation
"['Keep children away from the dispenser. Children may play with or damage the controls.', 'Throw away the first bin full of ice (about 140- 160 cubes) after installation. The first ice and water dispensed may include particles or odor from the water supply line or the water tank. This is also necessary if the refrigerator has not been used for a long time.', 'Dispense and throw away 2.5 gallons of water (flush for approximately 5 minutes) after installation. Do not dispense the entire 2.5 gallon amount continuously. Press and release the dispenser pad for cycles of 30 seconds ON and 60 seconds OFF. This is also necessary if the refrigerator has not been used for a long time.', 'If ice or water dispenses unexpectedly, turn off the water supply and contact an LG Electronics Customer Information Center.', 'Never use a glass that is exceptionally narrow or deep. Ice may jam in the ice passage and refrigerator performance may be affected.', 'When dispensing ice from the dispenser, do not use a fragile container.', 'The dispenser will not operate when either of the refrigerator doors is open.', 'If discolored ice is dispensed, check the water filter and water supply. If the problem continues, contact an LG Electronics Customer Information Center. Do not use the water or ice until the problem is corrected.Dispense ice into a glass before filling it with water or other beverages. Splashing may occur if ice is dispensed into a glass that already contains liquid.', 'Some dripping may occur after dispensing. Hold the cup beneath the dispenser for a few seconds after dispensing to catch all of the drops.', 'Keep containers at an appropriate distance from the dispensers. Tall, narrow glasses should be held far enough from the ice outlet to prevent'] "	 talks about 	 that is exceptionally narrow deep
"['Keep children away from the dispenser. Children may play with or damage the controls.', 'Throw away the first bin full of ice (about 140- 160 cubes) after installation. The first ice and water dispensed may include particles or odor from the water supply line or the water tank. This is also necessary if the refrigerator has not been used for a long time.', 'Dispense and throw away 2.5 gallons of water (flush for approximately 5 minutes) after installation. Do not dispense the entire 2.5 gallon amount continuously. Press and release the dispenser pad for cycles of 30 seconds ON and 60 seconds OFF. This is also necessary if the refrigerator has not been used for a long time.', 'If ice or water dispenses unexpectedly, turn off the water supply and contact an LG Electronics Customer Information Center.', 'Never use a glass that is exceptionally narrow or deep. Ice may jam in the ice passage and refrigerator performance may be affected.', 'When dispensing ice from the dispenser, do not use a fragile container.', 'The dispenser will not operate when either of the refrigerator doors is open.', 'If discolored ice is dispensed, check the water filter and water supply. If the problem continues, contact an LG Electronics Customer Information Center. Do not use the water or ice until the problem is corrected.Dispense ice into a glass before filling it with water or other beverages. Splashing may occur if ice is dispensed into a glass that already contains liquid.', 'Some dripping may occur after dispensing. Hold the cup beneath the dispenser for a few seconds after dispensing to catch all of the drops.', 'Keep containers at an appropriate distance from the dispensers. Tall, narrow glasses should be held far enough from the ice outlet to prevent'] "	 talks about 	 Never use a glass
"['Keep children away from the dispenser. Children may play with or damage the controls.', 'Throw away the first bin full of ice (about 140- 160 cubes) after installation. The first ice and water dispensed may include particles or odor from the water supply line or the water tank. This is also necessary if the refrigerator has not been used for a long time.', 'Dispense and throw away 2.5 gallons of water (flush for approximately 5 minutes) after installation. Do not dispense the entire 2.5 gallon amount continuously. Press and release the dispenser pad for cycles of 30 seconds ON and 60 seconds OFF. This is also necessary if the refrigerator has not been used for a long time.', 'If ice or water dispenses unexpectedly, turn off the water supply and contact an LG Electronics Customer Information Center.', 'Never use a glass that is exceptionally narrow or deep. Ice may jam in the ice passage and refrigerator performance may be affected.', 'When dispensing ice from the dispenser, do not use a fragile container.', 'The dispenser will not operate when either of the refrigerator doors is open.', 'If discolored ice is dispensed, check the water filter and water supply. If the problem continues, contact an LG Electronics Customer Information Center. Do not use the water or ice until the problem is corrected.Dispense ice into a glass before filling it with water or other beverages. Splashing may occur if ice is dispensed into a glass that already contains liquid.', 'Some dripping may occur after dispensing. Hold the cup beneath the dispenser for a few seconds after dispensing to catch all of the drops.', 'Keep containers at an appropriate distance from the dispensers. Tall, narrow glasses should be held far enough from the ice outlet to prevent'] "	 talks about 	 The first ice and water dispensed may include particles or odor from the water supply line or the water tank
"['Keep children away from the dispenser. Children may play with or damage the controls.', 'Throw away the first bin full of ice (about 140- 160 cubes) after installation. The first ice and water dispensed may include particles or odor from the water supply line or the water tank. This is also necessary if the refrigerator has not been used for a long time.', 'Dispense and throw away 2.5 gallons of water (flush for approximately 5 minutes) after installation. Do not dispense the entire 2.5 gallon amount continuously. Press and release the dispenser pad for cycles of 30 seconds ON and 60 seconds OFF. This is also necessary if the refrigerator has not been used for a long time.', 'If ice or water dispenses unexpectedly, turn off the water supply and contact an LG Electronics Customer Information Center.', 'Never use a glass that is exceptionally narrow or deep. Ice may jam in the ice passage and refrigerator performance may be affected.', 'When dispensing ice from the dispenser, do not use a fragile container.', 'The dispenser will not operate when either of the refrigerator doors is open.', 'If discolored ice is dispensed, check the water filter and water supply. If the problem continues, contact an LG Electronics Customer Information Center. Do not use the water or ice until the problem is corrected.Dispense ice into a glass before filling it with water or other beverages. Splashing may occur if ice is dispensed into a glass that already contains liquid.', 'Some dripping may occur after dispensing. Hold the cup beneath the dispenser for a few seconds after dispensing to catch all of the drops.', 'Keep containers at an appropriate distance from the dispensers. Tall, narrow glasses should be held far enough from the ice outlet to prevent'] "	 talks about 	 Dispense and throw away 2.5 gallons of water flush for approximately 5 minutes after installation
"['Keep children away from the dispenser. Children may play with or damage the controls.', 'Throw away the first bin full of ice (about 140- 160 cubes) after installation. The first ice and water dispensed may include particles or odor from the water supply line or the water tank. This is also necessary if the refrigerator has not been used for a long time.', 'Dispense and throw away 2.5 gallons of water (flush for approximately 5 minutes) after installation. Do not dispense the entire 2.5 gallon amount continuously. Press and release the dispenser pad for cycles of 30 seconds ON and 60 seconds OFF. This is also necessary if the refrigerator has not been used for a long time.', 'If ice or water dispenses unexpectedly, turn off the water supply and contact an LG Electronics Customer Information Center.', 'Never use a glass that is exceptionally narrow or deep. Ice may jam in the ice passage and refrigerator performance may be affected.', 'When dispensing ice from the dispenser, do not use a fragile container.', 'The dispenser will not operate when either of the refrigerator doors is open.', 'If discolored ice is dispensed, check the water filter and water supply. If the problem continues, contact an LG Electronics Customer Information Center. Do not use the water or ice until the problem is corrected.Dispense ice into a glass before filling it with water or other beverages. Splashing may occur if ice is dispensed into a glass that already contains liquid.', 'Some dripping may occur after dispensing. Hold the cup beneath the dispenser for a few seconds after dispensing to catch all of the drops.', 'Keep containers at an appropriate distance from the dispensers. Tall, narrow glasses should be held far enough from the ice outlet to prevent'] "	 talks about 	 ice is dispensed into a glass that already contains liquid
"['Keep children away from the dispenser. Children may play with or damage the controls.', 'Throw away the first bin full of ice (about 140- 160 cubes) after installation. The first ice and water dispensed may include particles or odor from the water supply line or the water tank. This is also necessary if the refrigerator has not been used for a long time.', 'Dispense and throw away 2.5 gallons of water (flush for approximately 5 minutes) after installation. Do not dispense the entire 2.5 gallon amount continuously. Press and release the dispenser pad for cycles of 30 seconds ON and 60 seconds OFF. This is also necessary if the refrigerator has not been used for a long time.', 'If ice or water dispenses unexpectedly, turn off the water supply and contact an LG Electronics Customer Information Center.', 'Never use a glass that is exceptionally narrow or deep. Ice may jam in the ice passage and refrigerator performance may be affected.', 'When dispensing ice from the dispenser, do not use a fragile container.', 'The dispenser will not operate when either of the refrigerator doors is open.', 'If discolored ice is dispensed, check the water filter and water supply. If the problem continues, contact an LG Electronics Customer Information Center. Do not use the water or ice until the problem is corrected.Dispense ice into a glass before filling it with water or other beverages. Splashing may occur if ice is dispensed into a glass that already contains liquid.', 'Some dripping may occur after dispensing. Hold the cup beneath the dispenser for a few seconds after dispensing to catch all of the drops.', 'Keep containers at an appropriate distance from the dispensers. Tall, narrow glasses should be held far enough from the ice outlet to prevent'] "	 talks about 	 Splashing may occur
"['Keep children away from the dispenser. Children may play with or damage the controls.', 'Throw away the first bin full of ice (about 140- 160 cubes) after installation. The first ice and water dispensed may include particles or odor from the water supply line or the water tank. This is also necessary if the refrigerator has not been used for a long time.', 'Dispense and throw away 2.5 gallons of water (flush for approximately 5 minutes) after installation. Do not dispense the entire 2.5 gallon amount continuously. Press and release the dispenser pad for cycles of 30 seconds ON and 60 seconds OFF. This is also necessary if the refrigerator has not been used for a long time.', 'If ice or water dispenses unexpectedly, turn off the water supply and contact an LG Electronics Customer Information Center.', 'Never use a glass that is exceptionally narrow or deep. Ice may jam in the ice passage and refrigerator performance may be affected.', 'When dispensing ice from the dispenser, do not use a fragile container.', 'The dispenser will not operate when either of the refrigerator doors is open.', 'If discolored ice is dispensed, check the water filter and water supply. If the problem continues, contact an LG Electronics Customer Information Center. Do not use the water or ice until the problem is corrected.Dispense ice into a glass before filling it with water or other beverages. Splashing may occur if ice is dispensed into a glass that already contains liquid.', 'Some dripping may occur after dispensing. Hold the cup beneath the dispenser for a few seconds after dispensing to catch all of the drops.', 'Keep containers at an appropriate distance from the dispensers. Tall, narrow glasses should be held far enough from the ice outlet to prevent'] "	 talks about 	 Do not dispense the entire 2.5 gallon amount continuously
"['Keep children away from the dispenser. Children may play with or damage the controls.', 'Throw away the first bin full of ice (about 140- 160 cubes) after installation. The first ice and water dispensed may include particles or odor from the water supply line or the water tank. This is also necessary if the refrigerator has not been used for a long time.', 'Dispense and throw away 2.5 gallons of water (flush for approximately 5 minutes) after installation. Do not dispense the entire 2.5 gallon amount continuously. Press and release the dispenser pad for cycles of 30 seconds ON and 60 seconds OFF. This is also necessary if the refrigerator has not been used for a long time.', 'If ice or water dispenses unexpectedly, turn off the water supply and contact an LG Electronics Customer Information Center.', 'Never use a glass that is exceptionally narrow or deep. Ice may jam in the ice passage and refrigerator performance may be affected.', 'When dispensing ice from the dispenser, do not use a fragile container.', 'The dispenser will not operate when either of the refrigerator doors is open.', 'If discolored ice is dispensed, check the water filter and water supply. If the problem continues, contact an LG Electronics Customer Information Center. Do not use the water or ice until the problem is corrected.Dispense ice into a glass before filling it with water or other beverages. Splashing may occur if ice is dispensed into a glass that already contains liquid.', 'Some dripping may occur after dispensing. Hold the cup beneath the dispenser for a few seconds after dispensing to catch all of the drops.', 'Keep containers at an appropriate distance from the dispensers. Tall, narrow glasses should be held far enough from the ice outlet to prevent'] "	 talks about 	 discolored ice is dispensed
"['Keep children away from the dispenser. Children may play with or damage the controls.', 'Throw away the first bin full of ice (about 140- 160 cubes) after installation. The first ice and water dispensed may include particles or odor from the water supply line or the water tank. This is also necessary if the refrigerator has not been used for a long time.', 'Dispense and throw away 2.5 gallons of water (flush for approximately 5 minutes) after installation. Do not dispense the entire 2.5 gallon amount continuously. Press and release the dispenser pad for cycles of 30 seconds ON and 60 seconds OFF. This is also necessary if the refrigerator has not been used for a long time.', 'If ice or water dispenses unexpectedly, turn off the water supply and contact an LG Electronics Customer Information Center.', 'Never use a glass that is exceptionally narrow or deep. Ice may jam in the ice passage and refrigerator performance may be affected.', 'When dispensing ice from the dispenser, do not use a fragile container.', 'The dispenser will not operate when either of the refrigerator doors is open.', 'If discolored ice is dispensed, check the water filter and water supply. If the problem continues, contact an LG Electronics Customer Information Center. Do not use the water or ice until the problem is corrected.Dispense ice into a glass before filling it with water or other beverages. Splashing may occur if ice is dispensed into a glass that already contains liquid.', 'Some dripping may occur after dispensing. Hold the cup beneath the dispenser for a few seconds after dispensing to catch all of the drops.', 'Keep containers at an appropriate distance from the dispensers. Tall, narrow glasses should be held far enough from the ice outlet to prevent'] "	 talks about 	 check the water filter and water supply
"['Keep children away from the dispenser. Children may play with or damage the controls.', 'Throw away the first bin full of ice (about 140- 160 cubes) after installation. The first ice and water dispensed may include particles or odor from the water supply line or the water tank. This is also necessary if the refrigerator has not been used for a long time.', 'Dispense and throw away 2.5 gallons of water (flush for approximately 5 minutes) after installation. Do not dispense the entire 2.5 gallon amount continuously. Press and release the dispenser pad for cycles of 30 seconds ON and 60 seconds OFF. This is also necessary if the refrigerator has not been used for a long time.', 'If ice or water dispenses unexpectedly, turn off the water supply and contact an LG Electronics Customer Information Center.', 'Never use a glass that is exceptionally narrow or deep. Ice may jam in the ice passage and refrigerator performance may be affected.', 'When dispensing ice from the dispenser, do not use a fragile container.', 'The dispenser will not operate when either of the refrigerator doors is open.', 'If discolored ice is dispensed, check the water filter and water supply. If the problem continues, contact an LG Electronics Customer Information Center. Do not use the water or ice until the problem is corrected.Dispense ice into a glass before filling it with water or other beverages. Splashing may occur if ice is dispensed into a glass that already contains liquid.', 'Some dripping may occur after dispensing. Hold the cup beneath the dispenser for a few seconds after dispensing to catch all of the drops.', 'Keep containers at an appropriate distance from the dispensers. Tall, narrow glasses should be held far enough from the ice outlet to prevent'] "	 talks about 	 Hold the cup beneath the dispenser for a few seconds after dispensing to catch all of the drops
"['Keep children away from the dispenser. Children may play with or damage the controls.', 'Throw away the first bin full of ice (about 140- 160 cubes) after installation. The first ice and water dispensed may include particles or odor from the water supply line or the water tank. This is also necessary if the refrigerator has not been used for a long time.', 'Dispense and throw away 2.5 gallons of water (flush for approximately 5 minutes) after installation. Do not dispense the entire 2.5 gallon amount continuously. Press and release the dispenser pad for cycles of 30 seconds ON and 60 seconds OFF. This is also necessary if the refrigerator has not been used for a long time.', 'If ice or water dispenses unexpectedly, turn off the water supply and contact an LG Electronics Customer Information Center.', 'Never use a glass that is exceptionally narrow or deep. Ice may jam in the ice passage and refrigerator performance may be affected.', 'When dispensing ice from the dispenser, do not use a fragile container.', 'The dispenser will not operate when either of the refrigerator doors is open.', 'If discolored ice is dispensed, check the water filter and water supply. If the problem continues, contact an LG Electronics Customer Information Center. Do not use the water or ice until the problem is corrected.Dispense ice into a glass before filling it with water or other beverages. Splashing may occur if ice is dispensed into a glass that already contains liquid.', 'Some dripping may occur after dispensing. Hold the cup beneath the dispenser for a few seconds after dispensing to catch all of the drops.', 'Keep containers at an appropriate distance from the dispensers. Tall, narrow glasses should be held far enough from the ice outlet to prevent'] "	 talks about 	 dispensing ice from the dispenser
